"destacado_fmd_si_no","categoria_curada","design_id","slug","nombre_visible","ids_origen","categoria_album_actual","tags_actuales","imagen_principal","destacado_actual","visibility_tier_actual","commercial_priority_actual"
"","","cd-megadeth-02-the-condemned-toxic-green--p1065","cd-megadeth-02-the-condemned-toxic-green-p1065","02 - The Condemned Toxic Green","1065","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/02 - the_condemned-toxic_green.jpg","NO","archive","58"
"","","cd-megadeth-03-vic-the-executor-white--p1065","cd-megadeth-03-vic-the-executor-white-p1065","03 - Vic The Executor White","1065","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/03 - vic_the_executor_white.jpg","NO","archive","58"
"","","cd-megadeth-04-vic-the-executor-red--p1065","cd-megadeth-04-vic-the-executor-red-p1065","04 - Vic The Executor Red","1065","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/04 - vic_the_executor_red.jpg","NO","archive","58"
"","","cd-megadeth-05-the-switch--p1065","cd-megadeth-05-the-switch-p1065","05 - The Switch","1065","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/05 - the_switch.jpg","NO","archive","58"
"","","cd-megadeth-13-3d-v1--p14","cd-megadeth-13-3d-v1-p14","13 3D V1","14","Album | TH1RT3EN","Megadeth | Megadeth Vault | Thrash Metal | TH1RT3EN | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/thirteen/13_3d_fmd_edition_v1.jpg","NO","catalog","66"
"","","cd-megadeth-13-3d-v2--p14","cd-megadeth-13-3d-v2-p14","13 3D V2","14","Album | TH1RT3EN","Megadeth | Megadeth Vault | Thrash Metal | TH1RT3EN | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/thirteen/13_3d_fmd_edition_v2.jpg","NO","catalog","66"
"","","cd-megadeth-13-fmd-edition--p14","cd-megadeth-13-fmd-edition-p14","13 FMD Edition","14","Album | TH1RT3EN","Megadeth | Megadeth Vault | Thrash Metal | TH1RT3EN | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/thirteen/13_fmd_edition.jpg","NO","catalog","66"
"","","cd-megadeth-1990-cte--p29","cd-megadeth-1990-cte-p29","1990 CTE","29","Musician","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Members","images/musicians/Marty_Friedman/Marty_1990_cte.jpg","NO","catalog","56"
"","","cd-megadeth-1990-rip--p29","cd-megadeth-1990-rip-p29","1990 RIP","29","Musician","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Members","images/musicians/Marty_Friedman/Marty_1990_RIP.jpg","NO","catalog","56"
"","","cd-megadeth-1992-firma--p29","cd-megadeth-1992-firma-p29","1992 FIRMA","29","Musician","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Members","images/musicians/Marty_Friedman/Marty_1992_FIRMA.jpg","NO","catalog","56"
"","","cd-megadeth-1992-v1--p2801","cd-megadeth-1992-v1-p2801","1992 V1","2801","Dave Mustaine | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/dave_1992_v1.jpg","NO","catalog","60"
"","","cd-megadeth-3d--p15","cd-megadeth-3d-p15","3D","15","Album | Super Collider","Megadeth | Megadeth Vault | Thrash Metal | Super Collider | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/supercollider/supercollider_3d_edition.jpg","NO","catalog","66"
"","","cd-megadeth-92-live--p2801","cd-megadeth-92-live-p2801","92 Live","2801","Dave Mustaine | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/dave_92_live.jpg","NO","catalog","60"
"","","cd-megadeth-92-live-black--p2801","cd-megadeth-92-live-black-p2801","92 Live Black","2801","Dave Mustaine | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/dave_92_live_black.jpg","NO","catalog","60"
"","","cd-megadeth-aguante-megadeth--p6020","cd-megadeth-aguante-megadeth-p6020","Aguante Megadeth","6020","Dave Mustaine","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/aguante_megadeth_frente.jpg","NO","catalog","60"
"","","cd-megadeth-rust-in-peace--alternate","cd-megadeth-rust-in-peace-alternate","Alternate","4","Album | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Rust in Peace | remera | Megadeth Albums","images/albums/Rust_in_peace/alternate-rip.jpg","SI","featured","89"
"","","cd-megadeth-so-far-so-good--alternative","cd-megadeth-so-far-so-good-alternative","Alternative","3","Album | So Far, So Good... So What!","Megadeth | Megadeth Vault | Thrash Metal | So Far, So Good... So What! | remera | Megadeth Archive | Megadeth Albums","images/albums/SFSGSW/2-sfsgsw_alternative.jpg","NO","catalog","66"
"","","cd-megadeth-youthanasia--alternative-art","cd-megadeth-youthanasia-alternative-art","Alternative Art","6","Album | Youthanasia","Megadeth | Megadeth Vault | Thrash Metal | Youthanasia | remera | Megadeth Archive | Megadeth Albums","images/albums/Youthanasia/youth_alternative_art.jpg","NO","catalog","66"
"","","cd-megadeth-so-far-so-good--alternative-fmd","cd-megadeth-so-far-so-good-alternative-fmd","Alternative FMD","3","Album | So Far, So Good... So What!","Megadeth | Megadeth Vault | Thrash Metal | So Far, So Good... So What! | remera | Megadeth Archive | Megadeth Albums","images/albums/SFSGSW/mary_jane_remastered.jpg","NO","catalog","66"
"","","cd-megadeth-anatomy-of-vic-v1--p1064","cd-megadeth-anatomy-of-vic-v1-p1064","Anatomy of Vic v1","1064","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/anatomy_of_vic_v1.jpg","NO","archive","45"
"","","cd-megadeth-anatomy-of-vic-v2--p1064","cd-megadeth-anatomy-of-vic-v2-p1064","Anatomy of Vic v2","1064","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/anatomy_of_vic_v2.jpg","NO","archive","45"
"","","cd-megadeth-anatomy-of-vic-v3--p1064","cd-megadeth-anatomy-of-vic-v3-p1064","Anatomy of Vic v3","1064","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/anatomy_of_vic_v3.jpg","NO","archive","45"
"","","cd-megadeth-argentina-v1--p6014","cd-megadeth-argentina-v1-p6014","Argentina V1","6014","Dave Mustaine","Dave Mustaine | Megadeth | Argentina | Tour | Buenos Aires | Dorso","images/musicians/Dave_Mustaine/dave_mustaine_argv1.jpg","SI","hero","90"
"","","cd-megadeth-megadeth--arsenal-fmd-edition","cd-megadeth-megadeth-arsenal-fmd-edition","Arsenal FMD Edition","6028","VicRattlehead","Megadeth | VicRattlehead | Vic Rattlehead | Nuevo | FMD Edition","images/fmd-edition-3d/vic_tour_2026/arsenal_fmd_edition.jpg","SI","hero","94"
"","","cd-megadeth-rusted-pieces--atlas-v1","cd-megadeth-rusted-pieces-atlas-v1","Atlas V1","236","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/rusted_pieces_artv1.jpg","NO","catalog","58"
"","","cd-megadeth-rusted-pieces--atlas-v2","cd-megadeth-rusted-pieces-atlas-v2","Atlas V2","236","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/rusted_pieces_artv2.jpg","NO","catalog","58"
"","","cd-megadeth-blanca-v1--p6022","cd-megadeth-blanca-v1-p6022","Blanca — V1","6022","Orígenes","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive","images/orígenes/frente_blanca_v1.png","NO","catalog","55"
"","","cd-megadeth-blanca-v2--p6022","cd-megadeth-blanca-v2-p6022","Blanca — V2","6022","Orígenes","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive","images/orígenes/frente_blanca_v2.png","NO","catalog","55"
"","","cd-megadeth-blanco--p304","cd-megadeth-blanco-p304","Blanco","304","VicRattlehead | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | Peace Sells... but Who's Buying? | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_my_last_blanco.jpg","NO","catalog","45"
"","","cd-megadeth-megadeth-blanco--blanco","cd-megadeth-megadeth-blanco-blanco","Blanco","5060","Hoodies FMD","Megadeth | Megadeth Vault | Thrash Metal | hoodie | Megadeth Archive","images/hoddies_fmd/megadeth_final_white.jpg","SI","featured","78"
"","","cd-megadeth-vic-tour--blanco-fmd","cd-megadeth-vic-tour-blanco-fmd","Blanco FMD","320","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive","images/tours/Tour_2026/vic_tour_2026_blancoFMD.jpg","NO","catalog","62"
"","","cd-megadeth-megadeth-blanco--blanco-fmd","cd-megadeth-megadeth-blanco-blanco-fmd","Blanco FMD","7014","Buzo Cuello Redondo","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | buzo_cuello_redondo | Megadeth Archive","images/buzos cuello redondo/megadeth_blanco.jpg","NO","catalog","64"
"","","cd-megadeth-bn-90s--p2802","cd-megadeth-bn-90s-p2802","BN 90s","2802","Dave Mustaine | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | Rust in Peace | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/Dave_Mustaine_BN_90s.jpg","NO","catalog","60"
"","","cd-megadeth-peace-sells--but-who-s-buying","cd-megadeth-peace-sells-but-who-s-buying","But Who's Buying","2","Album | Peace Sells... but Who's Buying?","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | Peace Sells... but Who's Buying? | remera | Megadeth Albums","images/albums/Peace_sells/peace_sells_but_whos_buying.jpg","SI","featured","87"
"","","cd-megadeth-caballo--p39","cd-megadeth-caballo-p39","Caballo","39","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Vic_Gaucho_Argentino/vic_gaucho_caballo.jpg","NO","catalog","62"
"","","cd-megadeth-countdown-to-extinction--circular","cd-megadeth-countdown-to-extinction-circular","Circular","5","Album | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | hoodie | buzo_cuello_redondo | Megadeth Archive | Megadeth Albums","images/albums/Countdown_to_extinction/countdown_circular.jpg","NO","catalog","66"
"","","cd-megadeth-cryptic-writings--comic","cd-megadeth-cryptic-writings-comic","Comic","8","Album | Cryptic Writings","Megadeth | Megadeth Vault | Thrash Metal | Cryptic Writings | remera | Megadeth Archive | Megadeth Albums","images/albums/Cryptic_Writings/cryptic_writings_comic.jpg","NO","catalog","66"
"","","cd-megadeth-countdown--p5055","cd-megadeth-countdown-p5055","Countdown","5055","Hoodies FMD | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | hoodie | Megadeth Archive","images/hoddies_fmd/countdown.jpg","SI","featured","78"
"","","cd-megadeth-countdown-to-extinction--countdown-3d-edition","cd-megadeth-countdown-to-extinction-countdown-3d-edition","Countdown 3D Edition","5","Album | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | hoodie | buzo_cuello_redondo | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/countdown/countdown_3d_edition.jpg","NO","catalog","66"
"","","megadeth-countdown-band","countdown-band","Countdown Band","5","Album | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | hoodie | buzo_cuello_redondo | Megadeth Archive | Megadeth Albums","images/albums/Countdown_to_extinction/remera_megadeth_countdown_band.jpg","NO","catalog","66"
"","","cd-megadeth-countdown-to-extinction--p5-v1","cd-megadeth-countdown-to-extinction-p5-v1","Countdown to Extinction","5","Album | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | hoodie | buzo_cuello_redondo | Megadeth Archive | Megadeth Albums","images/albums/Countdown_to_extinction/countdown_to_extinction_frente.jpg","NO","catalog","66"
"","","megadeth-countdown-to-extinction","countdown-to-extinction","Countdown to Extinction","5","Album | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | hoodie | buzo_cuello_redondo | Megadeth Archive | Megadeth Albums","images/albums/Countdown_to_extinction/remera_megadeth_countdown_to_extinction.jpg","NO","catalog","66"
"","","cd-megadeth-countdown-to-extinction--countdown-to-extinction-fmd","cd-megadeth-countdown-to-extinction-countdown-to-extinction-fmd","Countdown to Extinction FMD","5 | 7004","Album | Buzo Cuello Redondo | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | hoodie | buzo_cuello_redondo | Megadeth Archive | Megadeth Albums | FMD Editions","images/albums/Countdown_to_extinction/countdown_fmd.jpg","SI","catalog | featured","78"
"","","cd-megadeth-countdown-v2--p5055","cd-megadeth-countdown-v2-p5055","Countdown v2","5055","Hoodies FMD | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | hoodie | Megadeth Archive","images/hoddies_fmd/countdown_v2.jpg","SI","featured","78"
"","","megadeth-countdown-vic-band","countdown-vic-band","Countdown Vic & Band","5","Album | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | hoodie | buzo_cuello_redondo | Megadeth Archive | Megadeth Albums","images/albums/Countdown_to_extinction/remera_megadeth_countdown_bandV2.jpg","NO","catalog","66"
"","","cd-megadeth-countdown-vic-v1--p5124","cd-megadeth-countdown-vic-v1-p5124","Countdown Vic v1","5124","VicRattlehead | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/countdown_vic_v1.jpg","NO","catalog","45"
"","","cd-megadeth-countdown-vic-v2--p5124","cd-megadeth-countdown-vic-v2-p5124","Countdown Vic v2","5124","VicRattlehead | Countdown to Extinction","Megadeth | Megadeth Vault | Thrash Metal | Countdown to Extinction | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/countdown_vic_v2.jpg","NO","catalog","45"
"","","cd-megadeth-cryptic-writings--cryptic-3d","cd-megadeth-cryptic-writings-cryptic-3d","Cryptic 3D","8","Album | Cryptic Writings","Megadeth | Megadeth Vault | Thrash Metal | Cryptic Writings | remera | Megadeth Archive | Megadeth Albums","images/fmd-edition-3d/cryptic/cryptic_3d_edition.jpg","NO","catalog","66"
"","","cd-megadeth-cryptic-writings--cryptic-writings","cd-megadeth-cryptic-writings-cryptic-writings","Cryptic Writings","5065","Hoodies FMD | Cryptic Writings","Megadeth | Megadeth Vault | Thrash Metal | Cryptic Writings | hoodie | Megadeth Archive","images/hoddies_fmd/cryptic.jpg","SI","featured","78"
"","","cd-megadeth-cryptic-writings--cryptic-writings-art","cd-megadeth-cryptic-writings-cryptic-writings-art","Cryptic Writings Art","8","Album | Cryptic Writings","Megadeth | Megadeth Vault | Thrash Metal | Cryptic Writings | remera | Megadeth Archive | Megadeth Albums","images/albums/Cryptic_Writings/cryptic_writings_art.jpg","NO","catalog","66"
"","","cd-megadeth-cte-era--p30","cd-megadeth-cte-era-p30","CTE Era","30","Musician","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Members","images/musicians/Nick_Menza/nick_menza_cte_era.jpg","NO","catalog","56"
"","","cd-megadeth-rusted-pieces--darker","cd-megadeth-rusted-pieces-darker","Darker","236","Singles","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Megadeth Singles","images/singles/rusted_pieces_darker.jpg","NO","catalog","58"
"","","cd-megadeth-darker-edition--p419","cd-megadeth-darker-edition-p419","Darker Edition","419","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/vic_darker_edition.jpg","NO","archive","45"
"","","cd-megadeth-dave-90s-rip-live--p2802","cd-megadeth-dave-90s-rip-live-p2802","Dave 90s RIP Live","2802","Dave Mustaine | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | Rust in Peace | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/dave_90s_rip_live.jpg","NO","catalog","60"
"","","cd-megadeth-dave-and-vic-live--p2815","cd-megadeth-dave-and-vic-live-p2815","Dave and Vic Live","2815","Dave Mustaine | Rust in Peace","Megadeth | Megadeth Vault | Thrash Metal | Rust in Peace | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/dave_and_vic_live.jpg","NO","catalog","60"
"","","cd-megadeth-dave-and-vic-live--p5050","cd-megadeth-dave-and-vic-live-p5050","Dave and Vic Live","5050","VicRattlehead","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Vic Rattlehead","images/vic_rattlehead/dave_and_vic_live.jpg","NO","archive","45"
"","","cd-megadeth-dave-angel-of-deth--p2811","cd-megadeth-dave-angel-of-deth-p2811","Dave Angel of Deth","2811","Dave Mustaine","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/dave_mustaine_angel_of_deth.jpg","NO","catalog","60"
"","","cd-megadeth-dave-final-show--p40","cd-megadeth-dave-final-show-p40","Dave Final Show","40","Tour","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Tour Archive | Argentina 2026","images/tours/Tour_argentina/dave_final_show_frente.jpg","NO","catalog","62"
"","","cd-megadeth-dave-fuck-you--p2806","cd-megadeth-dave-fuck-you-p2806","Dave Fuck You","2806","Dave Mustaine","Megadeth | Megadeth Vault | Thrash Metal | remera | Megadeth Archive | Dave Mustaine Spotlight","images/musicians/Dave_Mustaine/frente_dave_fuck_you.jpg","NO","catalog","60"
"","","cd-megadeth-dave-mustaine-fmd--p7008","cd-megadeth-dave-mustaine-fmd-p7008","Dave Mustaine FMD","7008","Buzo Cuello Redondo","Megadeth | Megadeth Vault | Thrash Metal | FMD Editions | buzo_cuello_redondo | Megadeth Archive","images/buzos cuello redondo/megadeth_dave_mustainejpg.jpg","NO","catalog","64"
"","","cd-megadeth-dave-sfsgsw-era--p5056","cd-megadeth-dave-sfsgsw-era-p5056","Dave SFSGSW Era","5056","Hoodies FMD | So Far, So Good... So What!","Megadeth | Megadeth Vault | Thrash Metal | So Far, So Good... So What! | hoodie | Megadeth Archive","images/hoddies_fmd/dave_sfsgsw_era.jpg","NO","catalog","64"
